URLLength,DomainLength,IsDomainIP,TLDLength,NoOfSubDomain,NoOfLettersInURL,LetterRatioInURL,NoOfDigitsInURL,DigitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpecialCharRatioInURL,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,IsHTTPS,Bank,Pay,Crypto,SuspiciousWords,URLDepth,AvgTokenLength,label
20,9,0,2,1,14,0.7,1,0.05,0,0,0,0,0.0,1,1,0.083,1,0,0,0,0,0,3.75,1
91,69,0,4,3,75,0.824,8,0.088,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,11.857,0
25,13,0,3,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.0,1
35,23,0,2,2,22,0.629,6,0.171,0,0,0,0,0.0,1,1,0.038,1,0,0,0,0,0,5.6,0
28,16,0,3,1,23,0.821,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.75,1
50,38,0,2,3,43,0.86,0,0.0,0,0,0,0,0.0,0,0,0.0,1,1,0,0,0,0,8.6,0
31,18,0,3,2,23,0.742,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.833,0
47,7,0,2,1,38,0.809,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,4,4.75,0
30,18,0,3,1,23,0.767,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.6,0
25,14,0,2,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.0,1
26,14,0,3,1,21,0.808,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.25,1
27,16,0,3,2,21,0.778,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.2,0
44,17,0,3,1,38,0.864,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,9.5,0
19,8,0,2,1,14,0.737,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.5,1
21,10,0,2,2,14,0.667,1,0.048,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.0,1
36,24,0,3,1,31,0.861,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.75,1
83,69,0,4,3,67,0.807,9,0.108,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,15.2,0
31,19,0,3,1,26,0.839,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.5,1
21,9,0,3,1,16,0.762,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.0,1
28,15,0,3,2,20,0.714,2,0.071,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.5,0
32,20,0,3,1,27,0.844,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.75,1
19,8,0,2,1,14,0.737,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.5,1
26,13,0,3,2,20,0.769,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.0,0
26,14,0,3,1,21,0.808,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.25,1
27,16,0,3,1,22,0.815,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,5.5,0
23,11,0,3,1,18,0.783,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.5,1
407,10,1,3,3,293,0.72,67,0.165,8,1,7,0,0.0,1,3,0.214,0,0,0,0,4,3,9.0,0
28,16,0,3,1,22,0.786,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.4,1
27,15,0,3,1,21,0.778,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.2,1
28,17,0,2,2,22,0.786,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.4,1
30,19,0,3,2,24,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.8,0
32,21,0,3,1,27,0.844,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,6.75,0
27,15,0,3,1,22,0.815,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.5,1
23,12,0,3,1,18,0.783,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.5,0
34,22,0,3,1,29,0.853,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.25,1
26,14,0,3,1,21,0.808,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.25,1
26,16,0,2,1,21,0.808,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,5.25,0
49,36,0,3,2,38,0.776,2,0.041,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.714,0
29,17,0,3,1,24,0.828,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.0,1
27,16,0,3,2,21,0.778,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.2,0
24,13,0,3,1,19,0.792,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.75,0
32,20,0,3,1,27,0.844,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.75,1
26,14,0,3,1,21,0.808,0,0.0,0,0,0,0,0.0,0,0,0.0,1,1,0,0,0,0,5.25,1
25,13,0,3,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,6.667,0
22,11,0,2,2,16,0.727,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.2,1
210,6,0,3,1,164,0.781,25,0.119,1,1,0,0,0.0,0,0,0.0,1,0,0,0,2,6,9.947,0
29,17,0,3,1,24,0.828,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.0,1
23,11,0,3,1,18,0.783,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.5,1
54,41,0,3,2,47,0.87,0,0.0,0,0,0,0,0.0,0,0,0.0,1,1,0,0,1,0,9.4,0
32,22,0,2,2,26,0.812,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,5.2,0
29,17,0,3,1,24,0.828,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.0,1
32,20,0,2,2,25,0.781,1,0.031,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.5,0
43,28,0,2,3,32,0.744,3,0.07,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,5.833,0
22,10,0,3,1,17,0.773,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.25,1
119,69,0,4,3,91,0.765,15,0.126,1,1,0,0,0.0,0,0,0.0,1,0,0,0,0,0,9.636,0
37,26,0,2,2,31,0.838,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.2,1
15,4,0,3,1,11,0.733,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,3.667,0
32,20,0,3,1,27,0.844,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.75,1
26,14,0,3,1,21,0.808,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.25,1
28,16,0,3,1,23,0.821,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.75,1
26,15,0,3,1,17,0.654,3,0.115,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.0,0
44,31,0,3,2,38,0.864,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,9.5,0
37,25,0,3,1,30,0.811,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.0,1
27,16,0,2,1,22,0.815,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.5,1
27,16,0,3,1,22,0.815,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,5.5,0
26,14,0,3,1,21,0.808,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.25,1
33,22,0,3,2,27,0.818,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,5.4,0
15,5,0,2,1,10,0.667,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,2.5,0
45,33,0,2,5,34,0.756,1,0.022,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.375,0
35,23,0,3,1,30,0.857,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.5,1
23,11,0,3,1,18,0.783,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.5,1
59,38,0,3,2,43,0.729,7,0.119,0,0,0,0,0.0,0,0,0.0,1,1,0,0,0,1,7.143,0
18,8,0,2,1,13,0.722,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,3.25,0
21,11,0,2,2,16,0.762,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.0,0
23,12,0,3,2,17,0.739,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,3.4,0
32,21,0,3,2,24,0.75,2,0.062,0,0,0,0,0.0,1,2,0.08,0,0,0,0,0,0,5.2,0
28,16,0,3,1,23,0.821,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,1,0,5.75,1
40,28,0,2,3,32,0.8,1,0.025,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.6,0
30,19,0,3,1,25,0.833,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,6.25,0
55,24,0,3,2,48,0.873,1,0.018,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,9.8,0
92,15,0,3,1,72,0.783,13,0.141,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,2,14.167,0
21,9,0,3,1,16,0.762,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.0,1
26,16,0,2,2,20,0.769,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.0,0
30,18,0,3,1,25,0.833,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.25,1
30,18,0,3,1,25,0.833,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.25,1
25,13,0,3,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.0,1
30,19,0,2,1,25,0.833,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.25,1
25,12,0,3,1,19,0.76,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.75,0
24,13,0,3,1,19,0.792,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.75,0
24,12,0,3,1,19,0.792,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.75,1
40,27,0,3,2,22,0.55,12,0.3,0,0,0,0,0.0,1,5,0.161,1,0,0,0,0,0,8.5,0
26,14,0,3,1,21,0.808,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.25,1
20,9,0,2,1,15,0.75,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.75,1
29,18,0,2,2,23,0.793,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.6,1
46,33,0,3,2,29,0.63,8,0.174,0,0,0,0,0.0,1,3,0.081,1,0,0,0,1,0,5.286,0
20,8,0,3,1,15,0.75,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.75,1
37,26,0,3,2,31,0.838,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,6.2,0
33,21,0,3,1,28,0.848,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.0,1
31,12,0,3,1,25,0.806,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,1,0,0,1,6.25,0
38,25,0,3,2,25,0.658,6,0.158,0,0,0,0,0.0,1,3,0.103,1,0,0,0,0,0,6.2,0
167,11,0,3,2,128,0.766,19,0.114,3,1,2,0,0.0,0,0,0.0,1,0,0,0,0,5,7.737,0
27,15,0,3,1,22,0.815,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.5,1
19,7,0,3,1,14,0.737,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.5,1
31,19,0,3,1,26,0.839,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.5,1
30,18,0,3,1,25,0.833,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.25,1
31,21,0,2,3,23,0.742,1,0.032,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.0,0
35,23,0,3,1,30,0.857,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.5,1
25,14,0,2,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.0,1
38,26,0,2,2,30,0.789,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.0,0
30,19,0,2,2,24,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.8,1
82,69,0,4,3,66,0.805,9,0.11,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,15.0,0
19,8,0,3,1,14,0.737,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,3.5,0
33,23,0,2,1,26,0.788,0,0.0,0,0,0,0,0.0,0,0,0.0,0,1,0,0,0,0,4.333,0
26,14,0,3,1,21,0.808,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.25,1
25,14,0,2,2,19,0.76,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.8,1
33,22,0,3,2,27,0.818,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,5.4,0
33,21,0,3,1,28,0.848,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.0,1
24,14,0,2,1,18,0.75,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,3.6,0
83,35,0,3,2,74,0.892,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,1,2,10.571,0
39,28,0,3,2,33,0.846,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,6.6,0
28,17,0,3,1,22,0.786,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.4,0
22,10,0,3,1,17,0.773,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.25,1
18,7,0,2,1,13,0.722,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.25,1
19,8,0,2,1,14,0.737,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.5,1
28,16,0,3,1,23,0.821,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.75,1
26,10,0,7,1,21,0.808,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.25,1
20,8,0,3,1,15,0.75,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.75,1
27,15,0,3,1,21,0.778,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.2,1
50,12,0,3,2,38,0.76,1,0.02,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,3,5.125,0
28,15,0,3,2,19,0.679,1,0.036,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.333,0
26,14,0,3,1,21,0.808,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.25,1
36,25,0,3,1,31,0.861,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,7.75,0
62,50,0,2,3,55,0.887,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,11.0,0
22,10,0,3,1,17,0.773,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.25,1
24,13,0,2,1,19,0.792,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.75,1
20,9,0,2,1,15,0.75,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.75,1
25,13,0,3,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.0,1
38,26,0,3,1,33,0.868,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,8.25,1
22,11,0,2,2,16,0.727,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.2,1
27,16,0,2,2,21,0.778,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.2,1
24,12,0,3,2,18,0.75,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.6,1
20,9,0,2,1,15,0.75,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.75,1
21,10,0,2,2,15,0.714,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.0,1
30,19,0,3,1,25,0.833,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,6.25,0
26,14,0,3,1,21,0.808,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.25,1
24,13,0,2,1,19,0.792,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.75,1
35,23,0,3,1,30,0.857,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.5,1
30,19,0,3,1,24,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.8,0
48,24,0,2,2,34,0.708,4,0.083,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,4.222,0
25,13,0,3,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.0,1
21,9,0,3,1,16,0.762,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.0,1
36,24,0,3,1,31,0.861,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.75,1
33,21,0,3,1,28,0.848,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.0,1
96,69,0,4,3,86,0.896,2,0.021,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,1,12.571,0
36,25,0,2,1,30,0.833,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.0,1
299,17,0,3,2,240,0.803,44,0.147,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,3,23.667,0
30,19,0,2,2,24,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.8,1
86,10,0,2,2,67,0.779,12,0.14,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,2,13.167,0
21,8,0,4,1,16,0.762,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.0,1
22,11,0,3,1,17,0.773,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.25,0
34,22,0,2,2,28,0.824,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,1,0,7.0,0
23,12,0,3,1,18,0.783,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.5,0
26,15,0,2,3,19,0.731,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.167,1
26,14,0,3,1,21,0.808,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.25,1
32,21,0,3,2,25,0.781,1,0.031,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,5.2,0
28,17,0,2,2,22,0.786,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.4,1
32,21,0,3,3,25,0.781,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.167,0
28,17,0,2,1,23,0.821,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.75,1
18,7,0,2,1,13,0.722,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.25,1
83,69,0,4,3,67,0.807,9,0.108,0,0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,15.2,0
21,9,0,3,1,16,0.762,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.0,1
21,10,0,3,1,12,0.571,4,0.19,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.0,0
25,13,0,3,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.0,1
33,21,0,3,2,27,0.818,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,6.75,0
24,12,0,3,1,19,0.792,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.75,1
25,13,0,4,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,5.0,0
31,19,0,3,1,26,0.839,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.5,1
23,11,0,3,1,18,0.783,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.5,1
40,28,0,3,4,26,0.65,5,0.125,0,0,0,0,0.0,1,2,0.062,0,0,0,0,0,0,4.429,0
33,22,0,2,3,26,0.788,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.333,1
45,27,0,3,2,36,0.8,1,0.022,0,0,0,0,0.0,0,0,0.0,1,1,0,0,0,1,6.167,0
27,14,0,3,2,19,0.704,2,0.074,0,0,0,0,0.0,1,1,0.056,1,0,0,0,0,0,5.25,0
22,11,0,2,2,16,0.727,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.2,1
36,23,0,3,2,26,0.722,4,0.111,0,0,0,0,0.0,1,1,0.037,1,0,0,0,0,0,7.5,0
30,19,0,2,2,23,0.767,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.833,1
31,20,0,2,1,26,0.839,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.5,1
35,22,0,3,2,27,0.771,2,0.057,0,0,0,0,0.0,1,1,0.038,1,0,0,0,0,0,7.25,0
80,21,0,3,2,57,0.713,10,0.125,0,0,0,0,0.0,1,4,0.16,1,0,0,0,0,4,5.583,0
29,17,0,3,1,24,0.828,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.0,1
24,12,0,3,2,18,0.75,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.6,1
30,18,0,3,3,23,0.767,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.6,0
27,15,0,3,1,22,0.815,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.5,1
30,18,0,3,1,25,0.833,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.25,1
36,23,0,3,2,28,0.778,2,0.056,0,0,0,0,0.0,1,1,0.037,1,0,0,0,0,0,7.5,0
23,11,0,3,1,18,0.783,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.5,1
32,19,0,3,2,26,0.812,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.5,0
33,22,0,2,2,27,0.818,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.4,1
31,15,0,8,1,26,0.839,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,6.5,0
68,12,0,3,1,47,0.691,10,0.147,1,1,0,0,0.0,0,0,0.0,0,0,0,0,0,4,5.7,0
31,19,0,3,1,26,0.839,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.5,1
24,13,0,2,1,19,0.792,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.75,1
21,11,0,2,1,16,0.762,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.0,0
33,21,0,3,2,27,0.818,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.4,1
24,12,0,3,1,17,0.708,2,0.083,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.75,1
27,15,0,3,1,22,0.815,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.5,1
36,25,0,2,1,31,0.861,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.75,0
24,12,0,3,1,18,0.75,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.6,1
27,16,0,3,2,19,0.704,2,0.074,0,0,0,0,0.0,1,2,0.1,0,0,0,0,0,0,4.2,0
30,17,0,3,2,22,0.733,2,0.067,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.0,0
46,34,0,2,3,30,0.652,9,0.196,0,0,0,0,0.0,1,1,0.027,1,0,0,0,0,0,7.8,0
32,21,0,3,2,26,0.812,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,5.2,0
24,12,0,3,1,19,0.792,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.75,1
22,10,0,3,2,16,0.727,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.2,1
30,18,0,3,1,25,0.833,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.25,1
22,10,0,3,1,17,0.773,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.25,1
24,13,0,2,2,18,0.75,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.6,1
28,16,0,3,1,23,0.821,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.75,1
21,10,0,2,2,15,0.714,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.0,1
27,17,0,2,2,14,0.519,7,0.259,0,0,0,0,0.0,1,3,0.15,0,0,0,0,0,0,4.2,0
26,16,0,2,1,20,0.769,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.0,0
31,18,0,3,2,21,0.677,4,0.129,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.25,0
24,13,0,3,1,19,0.792,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.75,0
30,18,0,3,2,24,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,6.0,0
25,14,0,2,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.0,1
28,16,0,3,1,23,0.821,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.75,1
27,15,0,3,1,22,0.815,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.5,1
80,4,0,2,1,62,0.775,12,0.15,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,2,14.8,0
45,33,0,4,2,36,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.5,0
23,12,0,2,1,18,0.783,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.5,1
